Username,Komentar,Likes,Waktu
@thatlittlefroge,Focus modes are just DND on Android which is highly customisable,0,2024-07-07T12:23:00Z
@mintchocolatechipL7,Android is the winner,0,2024-07-07T08:19:19Z
@juanlperezaguilar6656,"On the ease of use, I tried to get my mom to use iphone, but she says it's too difficult to understand 😂.  So i noticed that customization is extremely important to her. As for me, i love imessage and find my, but not as much as the excitement of the diversity in android. So i have an s24 ultra and flip 5, but can have an iphone se just for imessage and find my.  I choose android.",0,2024-07-07T07:04:11Z
@joebuck6878,Iva had both and I prefer apple I don’t have a real reason why It just feels better to use idk why lol,0,2024-07-07T04:06:58Z
@Shunya.009,"Things have been really changed in those 10 months, we need a new video please",0,2024-07-06T18:17:40Z
@swift_145,"When I was in 7th grade, a girl in my class said that a girl liked her and she turned him down because he had an android. Honestly, I had an Android but I now have an iPhone, and even though I prefer an iPhone, androids are also reliable phones and can do plenty of cool stuff Apple can't do.",0,2024-07-06T16:22:40Z
@vesselinkrastev,"Where you are in the world definitely matters a lot (as he stressed). iPhones are certainly popular in my region, but they are not the norm. I don't have anyone in my social circle who uses iMessage as their main messaging platform, so to me that's irrelevant.",0,2024-07-06T09:13:14Z
@ilovehmetal,Android users always sound like lefties loosing it screaming how much they hate Apple 🍏 well personally I find android chaotic 😊,0,2024-07-06T09:07:24Z
@danachuka,"THIS SHOULD BE A YEARLY DEBATE.

ANDROID vs APPLE 2024
ANDROID vs APPLE 2025 etc",0,2024-07-05T22:50:33Z
@GottaHaveThatWatch,"Before I even watch the video or look at the comments,I would say apple cause of its ecosystem and how it works better with a lot of apps,but I'm rooting for the Google fold to win this,cause I rather choose android over apple cause of customization and how it's basically a mini computer in your pocket",0,2024-07-05T08:08:47Z
@accuratemrstuff3842,"17:08 your list is IDENTICAL to mine

i am on an iphone right now and have had one for years, however i am planning on trading in my phone for an S24 within the next couple days (whenever i stop being lazy and finally get to doing it)",0,2024-07-05T06:54:42Z
@lemurdreamur,"After my first s pen note3, there was no turning back to iphones for me. However, the iphone has been the perfect phone for my partner from the beginning. There is no better phone, simply preference.",0,2024-07-05T05:37:08Z
@TheInnerParty,"I've view the difference between the two using a sci-fi Babylon 5 reference.

The iPhone is a Vorlon, and an Android is a Shadow.  

Order versus Chaos.   God versus evolution.",0,2024-07-03T20:56:37Z
@winnerfruituchiha,I’m from the future 😂😂 iOS 18 makes this rating diffrent,0,2024-07-03T19:36:46Z
@ozzymek,"Ease of use for the iphone? I recently switched from android medium-tier android to newest iphone 15 pro max and I have 100 arguments android was easier, more intuitive and faster.",0,2024-07-03T16:02:36Z
@mtgforyou,What's better in terms of content creation?,0,2024-07-03T14:24:07Z
@doru.t98,"Iphone is like the console version of phones, enthusiasts will always go for pc for variety and tinkering (like you would android), normies will always go for the convenience and ease of use",0,2024-07-03T06:37:50Z
@vitekexe,And what about the price? I don't want to spend too much.,1,2024-07-02T14:20:17Z
@christianhdot1490,I switched between iOS and Android several times. The shape of the phone is more important for me now. Android phones become small tablets thats why I stay by iOS at the moment.,0,2024-07-02T08:57:28Z
@MrFryfish,"bought samsung note 9 new from samsung. never updated from 2019. work perfectly to the date. not planning to update ever.
use of antivirus and a blocker that block any apps that I not using currently makes me and my  phone happy.",1,2024-07-01T21:14:36Z
@victorasikele7147,Category 8.... PRICE,0,2024-07-01T18:37:18Z
@DevenderBaisoya,"I use a Samsung phone because features like call recording, DeX mode, and the ability to install APKs from outside sources are extremely important to me. In India, most people are not even aware of iMessage or FaceTime, so they don't matter here at all. As a result, I don't even have these apps on my iPad. Moreover, apps from Indian developers, e.g. educational apps from Byju's, Unacademy, and Marrow, are more stable and feature-rich on Android compared to iOS. Therefore, I believe Android, particularly the Samsung S series, is the clear winner for tech-savvy people in India.",0,2024-07-01T14:03:33Z
@mohammadfaheemkhan3640,The winner is us 🏆😅,0,2024-07-01T02:26:15Z
@mohammadfaheemkhan3640,"I never care about customisation, coz I'm boring myself",0,2024-07-01T02:20:47Z
@devianroman7341,"noth are good but its hard to get all good stuff in one, that's why i have both... because sometimes my iphone is useless and sometimes my andoid is useless, in order to complete efficiently some tasks.",0,2024-06-30T21:37:48Z
@sparkzmentalz2,Android's ease of use along with with all the extra bells and whistles has always been my preference over Apple.,0,2024-06-30T09:10:29Z
@therealdaniel451,"I like a well-working ecosystem, stable apps, and LONG update support. I don't want to throw away my phone every two years. Apple was perfect for that, I was quite disappointed with unstable Apps, unstable (or simply ""no longer supported"") update policies and gadgets that just don't work sometimes on Android. Thus Apple for quite some time now. So yeah, definitely personal choice.",0,2024-06-29T13:56:39Z
@Braden-v8s,Love your content,0,2024-06-28T22:35:53Z
@hayden7525,"I hate apple, used apple for the longest time, then i got the s10 plus and nevrr looked back",0,2024-06-27T11:41:47Z
@dhruvmishra1551,"You didn't talk about the price/cost efficiency - one of the most important factors while buying. Imagine spending the same money as iPhone and you get better battery, display (no island and bigger screen), slimmer phone, similar camera, faster charging (literally more than double the speed) etc etc etc. You also didn't talk about APKs in the apps section. You know those ""5 friends around me"" ALWAYS cry when they have to watch ads on youtube while i don't, using revanced youtube lol, cracked spotify, cracked games n what not. You didn't talk properly about the ""cable issue"". If i don't have a charger i can easily borrow one usb c for basically anything i have but apple people cry all the time cuz their battery of any or all devices is always low lol. And if you say apple is apparently better cuz everyone uses that on USA then mention that in the title of your video - iPhone vs Android in USA.  And in the end obviously you say "" it is subjective and you choose one"", after objectively selecting one (you used the word objective too lol) while ignoring the factors i mentioned above. DISAPPOINTED BY YOUR VIDEO MKBHD!",0,2024-06-27T10:04:36Z
@iandangcal,hopefully i could have my first iphone and try the ios experience.,0,2024-06-27T06:46:59Z
@terry-zZ,"If you want a good product you chose Android if you want to be ""cool"" you use Apple",0,2024-06-27T00:24:49Z
@G3VII,"Typing this on my iPhone 15 Pro Max... Android is better! I also have the Samsung S24 Ultra and it's sooooooo much fun! 
iPhone however feels better to edit video and photos 👍",0,2024-06-26T18:33:40Z
@Itzurboy771,can you please Redmi note 13 pro plus phone review and can yo tell me your thought about it maybe also the camera,0,2024-06-26T14:44:29Z
@daleastiles,"I've owned both for a lot of years. Because of the ease of use and the app experience, I typically carry my iPhone and use my Android as more of an interactive USB stick with WiFi access.",0,2024-06-26T04:22:43Z
@edgarvallecillo9609,A alguien más se le reproduce automáticamente en español el audio? Xd,0,2024-06-26T03:58:21Z
@wondering_captain,In Europe we use Whatsapp a lot. I don't know anyone using Facetime or iMessage.,0,2024-06-25T21:40:36Z
@theanimatedeiad,I love the background for this vid! It fits the theme a lot,0,2024-06-25T19:20:29Z
@CalTheSmurf-yi4m,Watching this 9 months later I think Apple watched this with all the new things they added that are amazing if you are an iOS user like me,0,2024-06-25T19:10:56Z
@Nedvio,"4:13 .. I am still missing split screen on the iPhone, which I extensively enjoyed while I was rocking Galaxy… For me, it is a gigantic feature 😏",0,2024-06-25T07:15:50Z
@Nedvio,3:03 .. What’s up with your left hand?,0,2024-06-25T07:11:32Z
@NetworkOverflow,"Okay, I just clicked on the video - I've only watched a few videos from this channel over the years, since youtube just feeds me more and more LTT instead, so my opinion is pretty neutral. I'm gonna guess that the conclusion is that it's up to personal preference, because that's how it's been for years and everyone knows it. Either I'm right and this was shameless clickbait wasting my time, or you actually do argue for one. For better or for worse, you have my attention, and my opinion of you will have changed after watching this.

Update - okay, so while the conclusion technically WAS ""it's up to personal preference"", I'm pleasantly impressed by the idea of coming up with a way for people to systematically decide what their preference is. This will get lost in the flood anyway, but I was mostly just thinking out loud because I'm frustrated by how much of the last few years of my free time has been wasted by videos taking a long time to say absolutely nothing. Too many people are trying to be content creators these days, sometimes it's hard to find the good ones",1,2024-06-24T23:32:38Z
@Legitti,7 years of updates for my S24U and sideloading Apps wins Android for me,2,2024-06-24T18:41:37Z
@xxxxxxx̌xxxxxxxxxx-y2n,"""iphone vs android"" so American",0,2024-06-24T15:54:37Z
@Grea812,"Messi = Android 

Ronaldo = IPhone

The whole world knows Messi is the GOAT 😂.",0,2024-06-23T20:58:18Z
@iantroup,"I'm locked into the Apple eco system because I love (and trust) Apple Pay on my watch. Samsung pay is non existant & has been that way for many years.  However, for years I was a Samsung fanboy (10yrs) but then I discovered Apple & I began to appreciate how their product just 'works' unlike so many Andriod devices. I tried to leave the Apple Eco system a couple of years ago but found that I couldn't !!",0,2024-06-23T20:12:44Z
@Stonerdayzzzz,apple literally made the 15 on this video,0,2024-06-23T15:58:30Z
@Brody-12B,I think apple got all the iOS 18 ideas from this video,2,2024-06-23T03:56:12Z
@amarbourenane5707,It's always a pleasure to watch your videos until the end.,5,2024-06-23T03:51:14Z
@amarbourenane5707,I hope Marques Brownlee you will read my comment. I sincerely say that you are very intelligent. And that you know exactly how to describe any object precisely and interestingly. Your comparisons are just magnificent. You have style! Your videos are works of art! Well done.,0,2024-06-23T03:49:42Z
@MattNjoro,will never get enough of your consistent three phrase sign-off Marques🔥🔥,0,2024-06-22T18:53:01Z
@terryhughes7196,Iphone just works. Therefore it is more appealing to the masses. And they have an image built by Steve Jobs. And it is universally recognizable,0,2024-06-22T14:40:56Z
@Samuelhere41,0:01,0,2024-06-22T05:46:42Z
@nb9890,"Iphone vs Android ❌
IOS vs Android✅",0,2024-06-21T20:00:13Z
@shuu7-7,Android imo is subjectively better but apple imo too just looks better to me but this year the 16 lineup is gonna come out too with the new iOs18 which makes it SO much better at that there are “secret” features such as eye tracking (what?) so i think apple has caught up in customizable ability so imo this year if ur looking to switch i would pick apple In MY opinion.,0,2024-06-21T19:24:54Z
@amaurifriasvargas600,"Excelente, ahora tiene pista de audio en otros idiomas. Me gusta tu contenido",0,2024-06-21T18:02:41Z
@Apollo-zo4vh,"if you are in the us probably you love iphone and probably its good for you

for the rest of the world apple bullshit just wont work 

the irony is the USA all about freedom but when it gets to iphone and how apple just builds walls around its apps and features that limits the usability of the phone like if you buy an iphone all of your devices should be from apple which is kinda forcing apple devices in the face of the user like if you use a pc that you've built you can't even connect it to your iphone 

i have both iphone and android 
and the Accessibility of android phones is just so fkn important android is usable with every fkn device out there unlike iphone 
which is disappointing tbh .",1,2024-06-20T22:26:16Z
@Javier-qk7ms,"If you are a musucian and you care about using real time audio applications (synths, guitar amp modelers, multitrack recording) then iPhone / iPads are the way to go.",0,2024-06-20T20:59:37Z
@BrabuEhNaDiskontra,My man. Android is way easier to use than iPhone. you got it wrong,0,2024-06-20T19:15:48Z
@Leinider21,"Iphone is the worst for me, my experience was awful 🙄AND NO, was not EASY to use, at all, maybe for older people who only use the phone and the camera",0,2024-06-20T18:09:31Z
@kedvesjotot8591,"What is important to whom. For me, for example, Apple's cloud service makes Apple devices one of the best choices by far. ",0,2024-06-20T14:03:20Z
@blacksupersport8311,Ease of use iPhone 😂😅😅 no freaking way lol. IPhone makes it impossible to find some things. Unfortunately work makes me use iPhone and I hate everything about iPhones.,0,2024-06-20T07:32:43Z
@heherushyy,Tell me which one you think is the best pick and why in the replies. I want to know which one is more up my alley. No arguing though please.,0,2024-06-20T02:20:19Z
@akholienoho,"Android provide more years of OS n security updates, not in a legal way but through customs roms.",0,2024-06-20T00:05:51Z
@ObiJakobe,Focus mode was already a thing on OnePlus. idk about other ones,0,2024-06-19T22:09:24Z
@Oveewankenobi,"And it’s time to make a new video about this, given iOS 18",0,2024-06-19T19:56:48Z
@Trollberg,iOS is plain and simple terrible. First time using it and it’s going in the garbage. Android is light years ahead,0,2024-06-19T16:13:24Z
@DanielLawry-eo2cs,You mean IOS copied android. When it comes to customization.,0,2024-06-19T15:07:24Z
@Eddy_and_Mila,Thank you very much! lol! I loved this one! For me is Android and always will be! Though I keep using iOS on a daily basis I recommend Android to everyone who ask for my opinion.,0,2024-06-19T10:14:34Z
@hydraphobic_6398,I'd have given that app one to android since they can use apps that aren't on the playstore too.  Otherwise I agree with the other points.,0,2024-06-19T05:48:51Z
@this-is-not-a-channel-,1. Price 5,0,2024-06-18T17:40:16Z
@crafti6969,bro  forget the price kategory,0,2024-06-18T15:46:21Z
@cozytechtalk,"you forgot one important thing, apple still does not release all feature to all country while android kind of does!!that just is one think i cannot understand!!one example live voicemail only usa,canada and uk but what about the rest of the world?",0,2024-06-18T14:42:30Z
@pawezieba9787,"tell me why there has always been confusion and the trend that iOS is safer than Android, now it is no longer true, the example of Samsung, it has its own Ai ecosystem, and Apple will share data from the phone with ChatGPT (Open AI). let me know what you think?",0,2024-06-18T09:26:57Z
@barascuandrei,"After the new iOS, 18, i started thinking why i have an iPhone? iPhone changed a lot in the past 3 years, and is not an iPhone anymore, Steve Jobs is crying somewhere",0,2024-06-18T06:45:20Z
@Jakethecuberofficial,In iOS 18 the customization changes,0,2024-06-17T18:43:36Z
@bishop-increase,I think the key thing that a lot of people miss when comparing the iPhone to other manufacturers is THE APPLE ECOSYSTEM 💥... Good bye!,0,2024-06-17T16:53:17Z
@explosionmaniac5274,That's actually a pretty neat system at the end there. I've been wanting to try to use the iphone for a while. It seems that I don't have to since it doesn't actually offer anything meaningful to me,0,2024-06-17T13:43:15Z
@ShukkoBro-oy2in,hello there huge fan I personally have a very bad user experience with the pixel I was very hyped and waited 3 months for the pixel to be released to the market I'm from Maldives and a college student my dad bought me the phone as I achieved high grades in olvs but as soon as it arrived in the Maldivian market I bought it and 2 months later it got a huge purple line and a big black spot in the corner and it kept expanding idk what to do and there was no authorized distributor in Maldives but I bought it from the most famous Mobile store called 'ell mobile' they didn't even provide warranty so I don't even know what to do and where to complain for me personally it's a fortune I spent on this phone as I don't make my own money and it costed me  $943 after taxes plz could you suggest me what I should do to fix this problem,1,2024-06-17T11:12:10Z
@PlanetEaterG,"If Samsung phones had facial unlock as good as iPhone I might switch back, but I don’t ever see that happening.",0,2024-06-17T02:15:55Z
@jr42a1,I just want a reliable hands down work horse with basic features  Im not looking to game or solve world problems . Its just gotta work reliably with no glitches... Apple gets that done easy.,0,2024-06-16T16:29:10Z
@سيمون-د9ص,Watching this in mid of June 2024 -- it seems like Google and Apple took notes from this video 😅,0,2024-06-16T01:03:32Z
@riaruanimixx8966,I have not seen a comparison just judgment 🤷🏼,0,2024-06-15T23:40:56Z
@cjkhgbcdhbuhv,Why did he make this video right before the next iPhone launched?,1,2024-06-15T23:37:45Z
@cjkhgbcdhbuhv,Features definitely should have gone to iOS,1,2024-06-15T23:36:38Z
@iamderp2009,3:43 I had a nokia E63 that did that and still does 😭,0,2024-06-15T09:40:02Z
@MtravelW,nice,0,2024-06-14T22:07:19Z
@critsisthinking,What is the name of the ending song/ :D,0,2024-06-14T18:37:55Z
@Oxide53115,"You forgot to add that you can download everything you want on Android from other download stores or APK files like donwloading an other OS, rooting your phone and downloading adblockers",0,2024-06-14T15:18:34Z
@jcadag8789,"I like my phone like a well designed and well built house. I dont like to move furnitures , repaint or swap room function. I want just live there for 30 or 40 years and leave it the it is. The android has so many options to customize and some will be terrible. Ilike to use my phone just the way it comes to you brand new. Maybe change a few options but still be not look amost a different phone or OS. I'll be trying Iphone next time",0,2024-06-14T11:52:26Z
@muusinuijja,emojis are the one thing android can never win,0,2024-06-14T11:30:28Z
@trendsetr28,"You lost me at the ease of use cause truth be told, I’ve switched to iphone recently and it’s annoying the simple things that are a burden when it comes to just using the device. Camera, calculator and call end button really doesn’t determine ease of use. Moving from one app to the next, multasking, quick connectivity etc, these are the determining factor for ease of use.",0,2024-06-14T08:57:56Z
@Rick_Sanchez_Jr.,There is a definitive winner. Android because you can use custom apps and Adblock from Chrome Store that lets you actually block ads on Yt and Google effectively,1,2024-06-14T06:25:53Z
@drewmur,"I have an Android for my personal phone and an iPhone for my work phone.  I find the Android to be far better and easier to use.  It is mostly the little things.  A back button on the calculator, the ability to easily use letters and numbers and characters on the one keyboard. It makes texting and emails a lot easier.  Also, this has nothing to do with the device itself, but iPhone users can often be really smug about it.  The whole green bubble vs blue bubble thing that you only hear iPhone users bitch about.",0,2024-06-14T04:45:20Z
@develiblefish4186,I'm an apple user but i envy a lot about android and their ability to work with other developers like Microsoft etc. Their folding phones amaze me and ive always wanted to try one but i'm so far deep in the apple eco system that it would cost me thousands to convert.,0,2024-06-13T22:31:28Z
@evinthestix7451,"Every time I see green messages I catch myself sighing deeply at how misguided they are.  Admittedly I’m an apple guy, but like Marques rubric here except how the hell do you give excitement to Droid? I mean checkout the lines every time a new iPhone comes out.",0,2024-06-13T18:13:22Z
@Mikeztarp,"At the end of the day, the best smartphone is the friends we made along the way.",0,2024-06-13T12:32:22Z
@carlosnumbertwo,The commercials on this guys videos are waaay to much.,0,2024-06-12T22:13:16Z
@raneesh2733,"Need a new comparison betwewn the latest announced iOS and Android, looking forward to it....",1,2024-06-12T14:04:04Z
@Zeotheman01,Having both is the best but it would be expensive. And I'm gonna buy the iPhone 15 plus because I've used android for too long and I already have a note 10 plus.,0,2024-06-12T09:25:33Z
@davcentdp,I give more point to android for the fact that it allows you to download apps from alternative website and the for me it's more easy to navigate the settings in android than in apple.,0,2024-06-11T19:47:30Z
@Juan________S12,The argument falls short if you're outside of the U.S as nobody uses facetime or Imessage.,0,2024-06-11T13:59:09Z
@SurferRadd,Who would want to use a phone from 2018? Its like saying you can't put an android update on rotary phone.,0,2024-06-11T08:36:24Z
@heyfarhanirfan,Both are easy to use,0,2024-06-11T03:20:28Z
@heyfarhanirfan,Love both,0,2024-06-11T03:20:16Z
@heyfarhanirfan,I used both of em,0,2024-06-11T03:20:08Z
@heyfarhanirfan,Both are good,0,2024-06-11T03:20:00Z
@clementerodriguez3413,the facetime and imessage are important to me cause i see my kids like that a lot,0,2024-06-10T02:58:40Z
@janetwoodville3643,"The last system update is causing battery drain. Last week I discovered that my Series 8 and 9 Apple Watches were giving me 2 hours or less. My iPhone battery wasn’t lasting as long either. This upset me a lot. Apple products are very expensive. I could never afford an iPhone Pro version. They’re way too expensive for my budget. What I did at this point was, I traded my iPhone 14 in for a Google Pixel 8 Pro. I can now wake myself  with music. One of the many things you can’t do with an iPhone. I still have my iPhone 12. And Google phones also give you the choice to use a physical SIM or an E SIM. I really loved that. And the audio is improved too. The pixel phones also have Battery Share and Battery Saver. And now you can mirror your Pixel phone through a Google Chrome Cast TV Device. 👍 My Google Pixel 8 Pro does it. And Google Pixel 8 Pro comes with Face ID.",0,2024-06-09T15:50:45Z
@ironmangx-1984,Ease of use on an iPhone?,0,2024-06-09T13:47:03Z
@snoweh1,"I agree with this. Using iOS is torture to me, but it's probably better than Android for a lot of people. I've been using the same Nova Launcher setup for 12 years since my Galaxy S3 which puts my 3x3 icons at the bottom of the screen within perfect reach of my thumb. Maybe in another 12 years Apple will allow you to put icons near the bottom of the screen, when phones are 75"" OLED televisions that require a ladder to hit the top, and maybe I'll give iOS another crack then.",0,2024-06-08T12:41:03Z
@legioxequestris4202,I'm an android guy. Just bought the Galaxy S24+,1,2024-06-07T03:23:53Z
@alicemarshall0823,"For me personally it's
Customization - 5
Features - 3
Ease of use - 3
Update/support - 5
Apps - 3
Excitement -2
Ecosystem - 0
I only use android cuz the phones and other devices are way cheaper and have so much more customization. Whenever I get a new phone I spend 2-3 days playing around with all the settings and features and customization to get it exactly how I like, I wouldn't be able to do that on an iPhone. Yah iPhones may have way better support and updates and way better customer service but if I can't move things around and make the phone personal for myself then I don't care how good those things are with a different brand I will stay with android",0,2024-06-07T00:48:50Z
@ZeusLT,"giving ""apps"" to apple is a huge L",1,2024-06-06T09:08:18Z
@timekeeperg2112,"how into smartphones do you need to be to need both ios and android??? i mean yeah you are doing these comparison reviews on your channel ...but real world need of both?? thats a little too tech needy for my taste, not that there is any problem with multiple smartphones isnt fun, but costs alone is likely too much for the average user not to mention learning curves on both different systems...i prefer ios because i get a long time to learn what it can do...and its not overwhelming and confusing..like you said...they just work!! ive only ever had iphones....never a brand new one because its just too expensive for me...but every 3-4 years i upgrade to model 3-4 years old so most of the depreciation is gone but still relevant!!! thanks for this video,,,,good job!",0,2024-06-05T16:07:25Z
@Lexus-q5p,You forgot the prise,0,2024-06-05T15:04:06Z
@klejnotnilu5181,"Basically - get an iphone for your grandma, get a good android for someone who knows tech.",0,2024-06-05T13:35:00Z
@GoktugErol-o9c,"I am a security engineer and I used Linux for years... My last 2 jobs gave me brand new Macbook pro M3 and I just fell in love with it and I'm very engaged in the apple ecosystem... Iphone would seamlessly work together with MacBooks however I love google apps more (Gmail and docs for example...) I don't have a budget issue and I'm having hard time to decide between pixel phone or iphone... For work, Macbook is the best for me... But as a phone I'm not sure yet..(I currently use Android.)",0,2024-06-05T04:23:24Z
@thepapschmearmd,"I mean I love my iPhone. I have used android before and would go back. But I really like FaceTime and iMessage. And in my field, there are major apps that they just don’t make for android and I don’t want to have a work phone and a non-work phone.",0,2024-06-04T23:23:01Z
@LilyMilovnik,I'd argue Apple stores being everywhere isnt a benefit because of their anti-consumer practices.,0,2024-06-04T21:55:55Z
@klejnotnilu5181,How you could give iphone point for apps when you literally can't install external apps on ios 😂,0,2024-06-04T18:29:43Z
@MaxPower2307,Nice video but the Design aspect is missing for me.,0,2024-06-04T00:26:50Z
@Malmorious,i have both,0,2024-06-03T22:15:15Z
@iosebqvartskhava3406,"I switched to android back in time from iphone 4g to Galaxy S2 and after that never came back to iphone, I have to deal with iPhone till date, because of my wife and I still prefer android more.",0,2024-06-03T21:34:15Z
@u.n.i.p.o.d,"Durability?  I know this is anecdotal but I've never had a broken (cracked) android screen or body, or know anyone that has either.  But every person I know with an iPhone has experienced breakage once or twice before.   🤷",0,2024-06-03T18:46:40Z
@abor7633,"I mostly agree or see your point, but have to disagree very strongly about the apps. The limitations of the iPhone operating system regarding the user's available actions also greatly limits the available applications and functions. Perhaps you haven’t come across one specifically among the main applications used, but I, as a person who used Android for many years, where I had applications configured for anything and everything, was very upset by the limitations on the iPhone.",0,2024-06-03T08:53:54Z
@dinotzemo2859,"I have had many phones
Never used imesagge and maybe 4 to 6 times the face time
Nobody cares about that stuff in Europe
Thumbs up great review",0,2024-06-02T23:25:11Z
@ruffgeear3311,"I bought a used iPhone 8 in 2020 and until then, i was a total apple hater. But somehow it was the first smartphone that i had over 4 years. I just bought a iPhone 12 mini and it is still the same. I am never going to buy an android phone again😂",0,2024-06-02T17:21:34Z
@DrForse,"How is it that you haven't opened up the problem of the ecosystem? Like, about the inability to use an iPhone in pair with anything that's not Apple? Or may be that's not the case anymore? I really wanted to hear what changed for the last decade about those, but literally you just said nothing new, instead of saying what ecosystem actually works like and how it changed you just said ""ecosystem is better but more closed on iphone"" and similarly in other topics 🥲",0,2024-06-02T08:25:11Z
@suyamkale,Bro really made a plant pot out of the 2013 Mac Pro ! 😭,0,2024-06-01T12:40:38Z
@tonkaha,"marques please delete french dub, it's awful, and by default it's just so annoying",0,2024-05-31T19:49:54Z
@eduardpertinez4767,"The major point is never considered. That being: Future economic circumstances awareness. With iPhone, you are going to need some 600-1200 USD/Euro to change the phone in the future. Never mind if if your future circumstances allow you or not. If your phone gets stolen, or hit by a car, or you unluckily broke it beyond repair... 1000 bucks. Your child acts as a child and breaks the screen or looses the phone more often that you save money? 300 bucks for any official screen repair or 1000 for a new phone (say 300 for a second hand one). No option. You are in uneasy  economic position and you would like to get rid of Apple's iCloud? Yes sure... no chance. If you wanna save your memories, that's gonna cost 10 USD/Euro a month. Now or in the future.
That is not happening in the Android ecosystem. You can find new phones for 60 USD/Euro up to 1400. You can back them up yourself, or look for a phone that has microSD and keep a copy of the thing. You can choose to downgrade your children phone if they keep killing them or your own phone if you feel eating or traveling is more important for you that replacing your phone.
For me, that is surely the most important point.",0,2024-05-31T06:45:24Z
@yeter22yeter,"my android = my computer.  is there a bigger ecosystem than this?   file management , customization,  back button,   having numbers on the first keyboard layout, new hardware systems etc..",0,2024-05-30T23:18:41Z
@gregserenade6653,"I can't tolerate the way Apple does business and couldn't care any less about their Ecosystem. so the Android wins for me. but consequently I choose Windows over Mac all the time too, I guess you can say I'm a Mac/IOS hater but I respect the quality of their products just not their approach and implementation. and their restrictions on how you can use the products is what irks me the most.",0,2024-05-30T21:36:48Z
@niklasohman5021,"I think you should have added the category Price too, because that is an issue for many people.",0,2024-05-30T09:06:47Z
@jenserikbech,"Most important to me is having a Watch"" that I can phone from and receive calls on.  I have to use ""Siri"" to call anybody,  I have not been able to use an Android phone? It is said that you can. Can you examine this feature?",0,2024-05-30T05:54:33Z
@Mr921kevin,APPLE still have THE NOTCH😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1,2024-05-29T20:55:54Z
@HusseinJayyousi,"Unfair evaluation, Android wins on Apps and Easy of Use",0,2024-05-29T11:23:36Z
@dominicperez3777,Between the both of them which one is better for gaming?,0,2024-05-29T04:30:02Z
@Dipankar89,The real winner is the customer due to competition❤️,1,2024-05-29T04:19:56Z
@MADDURISuhith-ju1qs,U look like Andre Russell 😂,0,2024-05-28T23:35:12Z
@stlr657,not being a scam/cult and being open source pretty much makes the android a no-brainer to me,0,2024-05-28T15:42:18Z
@fangtang10,i have been an android user for years but im switching to iphone for my fiancee. and my phone is starting to get a bit old. but every time i got a new android phone i had to relearn how the thing worked,0,2024-05-28T04:23:52Z
@paulmaher,This video is a joke. MKBHD was always going to play it right down the middle.,0,2024-05-28T03:56:18Z
@jorgecabrera7088,"heres my thought. 80% of the population will just go with iphone because media glorifies it .I have both an I phone 14pro max and a s21+ the only reason I got an iphone is so that Ignorant people could stop clowning me for using an android which I still keep on me to do the things the useless apple won't do. so in conclusion yeah iphone is ""better"" now be a sheep like everyone including myself and go buy the latest iphone!!! what are you waiting for.",0,2024-05-27T22:03:05Z
@ChillydontCap,The real winner is the consumer. They compete for our bucks. They improve yearly to win us over as long as you're not a fanboy.,0,2024-05-27T04:40:04Z
@austinbessire,Focus mode is on android too,0,2024-05-27T03:35:40Z
@daniel-qe7zt,google pixel having 7 years:,0,2024-05-26T18:42:51Z
@plutohad9417,"What a BS. Create 7 categories in order to make iOS win. Finally - wearing Apple Watch during the ""unbiased"" comparison...",0,2024-05-26T00:32:45Z
@Wrimmie,Is the Samsung Galaxy fold 2 a wireless charging phone?,0,2024-05-25T17:06:06Z
@IBaitman,"First of all, Value for money is the most important factor that you missed.

At some point... Updates = Planned obsolescence.

Both Samsung & Apple have failed court cases for this and had to pay fine. 

My 2018 Xiaomi device with a fresh Android ROM works like a charm still.",0,2024-05-25T10:05:55Z
@NishantMody,Customer Service is the key. Even Samsung (at least in India) is nowhere comparable to Apple's customer support.,1,2024-05-25T05:46:19Z
@DaveBangca-jz7qk,i dont really care a phone is a phone man,0,2024-05-25T03:52:07Z
@vikashchouhan3679,"Before watching the video: which one should I buy?

After watching the video: which one should I buy?",0,2024-05-25T02:46:50Z
@invertMYe,"How about another category: Value. The cost of ownership for what you get. And related: How long phones last, etc",1,2024-05-24T23:14:48Z
@alinazarian9240,Giving apps to iPhone is pretty much awful. Mods my man mods mods are on android.,0,2024-05-24T18:21:59Z
@wakkowarner9522,"Ok, now do one comparing iPads vs. Android tabl... oh, wait.... nvm",0,2024-05-24T15:13:33Z
@hamzaahmad6620,i trust apple more than,2,2024-05-23T22:59:24Z
@nextgencupid,"Pretty trash way of looking at it.
One of the most basic thing someone looks at is camera, alongwith camera and camera performance for Insta reels. That's how the world perceives us in today's day and age.
Secondly phones are also somewhat of a status symbol in countries other than America.
Being an android user myself, I admit it looses to iphone in both these departments",1,2024-05-23T17:33:57Z
@kylekober2592,The only reason people buy Apple is cause everyone else buys apple. It's literally a bunch of grown adults that want just cause everyone else has it. Android users buy Android phones because they actually enjoy the phone and prefer the quality of Android,0,2024-05-23T13:40:38Z
@NunoRaposo1978,I feel that price should be one of the categories tbh,0,2024-05-23T11:22:10Z
@armdndangerfish,"My thing with customization is that its fine until a point where it just becomes customization for customization's sake. Like you customize your menu layout or something on day one and then just use it as if it was the default, unchangeable setting.",0,2024-05-23T09:42:07Z
